description,cpv
horizontal boring machine,42000000
jig boring machine,42000000
metal broaching machines,42000000
internal broaching machine,42000000
surface broaching machine,42000000
bar or rod cutter,42000000
electrode holder,43130000
form relief,75000000
form tools or toolbits,42620000
indexable insert,42000000
indexable tool bodies or holders,42671000
insert carbide,42000000
insert ceramic,42000000
insert diamond,42000000
insert steel,42000000
lathe turret,42621000
metal cutting band saw blade,42113172
metal cutting circular saw blade,42113172
steady rest,42000000
tailstock,42000000
tapping machine attachment,42622000
threading machine attachment,42622000
knurling tool,42000000
bevel gear generator,31120000
gear hobbing machine,42000000
gear honing machine,42000000
gear lapping machine,42000000
gear shaping machine,42000000
gear shaving machine,42000000
gear grinding machine,43414000
automatic bar machine,42000000
automatic lathe or chucking machine,42621000#42000000
horizontal turning center,42000000
tracer or duplicating or contouring lathe,42621000
turret lathe,42621000
vertical turning center,42000000
leadscrew,44531510
horizontal machining center,42612000
multi-tasking or universal machining center,42612000
vertical machining center,42612000
bed milling machine,42623000
bridge milling machine,42623000
column and knee milling machine,42623000
gantry milling machine,42623000
profiling and duplicating milling machine,42623000
traveling column milling machine,42623000
beveling machine,42000000
burnishing machine,42000000
chamfering machine,42000000
lapping machine,42000000
metal polishing machine,42000000
skiving machine,42000000
super finishing machine,42000000
tool presetter,42000000
honing machine,42000000
diamond bore sizing machine,42000000
folded tube mill machinery,42000000
welded tube mill machinery,42000000
hydraulic press brake,44315310
manual press brake,42000000
metal folding machine,42633000
tangent bender,42000000
tube bending machine,42633000
tube end finisher,42600000
wing bender,42000000
thread rolling machine,42932100
forge shear press,42634000
impression and closed die forging press,42634000
open die forging press,42634000
radial forging machines,42634000
roll forging machines,42634000
rotary burrs,42113170
trim press,42000000
bend die,42633000
cutting die,42635000
die casting die,42635000
fine blanking die,42635000
forge die,42635000
metal extrusion die,42635000
metal stamp,44423800
pipe bending mandrel,42633000
rotary die,42000000#42635000
stamping die,42000000#42635000
steel rule die,42000000#42635000
threading die,42000000#42635000
cabling die,42000000#42635000
drawing die,42000000#42635000
fused deposition modeling machine,34322100#42636100
inkjet method machine,42000000
laminated object manufacturing machine,42000000
laser powder forming machine,42000000
selective laser sintering machine,42000000
stereolithography machine,42000000
three dimensional printing machine,42991200
submerged arc welding machine,43414000
ultrasonic welding machine,42662000
projection welding machine,42662000
plasma arc welding machine,42662000
laser welding machine,42662000
spot welding machine,42662000
tungsten inert gas welding machine,42662000
metal inert gas welding machine,42662000
shielded metal arc welding or stick welding machine,42662000
welding rectifier,42662000
furnace brazing machine,42661200
induction brazing machine,42661200
furnace soldering machine,42661000
induction soldering machine,42661000
soldering iron,34144000
wave soldering machine,42661000
reflow oven,42000000
selective soldering machine,42661000
blow pipe,44163100
blow torch,42000000
braze ring,42000000
desoldering gun,42661100
desoldering pump,42661100
desoldering tip,42661100
gas welding or brazing or cutting apparatus,42662000
temperature indicating stick,38126300
welding generator,31120000
welding or brazing tip cleaner file,42661200
welding or cutting tip,42662000
welding or soldering kit,42661000#42662000
welding positioner and manipulator,42662000
welding screen,42662000
welding tip dresser blade,42662000
welding tip dresser or accessories,42662000
flashback arrestor,42000000
welding blanket,42662000
anti spatter spray,42924300
brazing flux,42661200
desoldering braid,39561141
gas welding or brazing rod,42661200
iron powder,14711000
solder,42661100
soldering fluid,42661100
soldering flux,42661100
soldering tip,42661100
welding electrode,42662000
welding flux,42662000
welding rod,44315100
welding wire,42662000#44315200
cutting electrode,42000000
solder bar,42661100
solder paste,42661100
solder powder,42661100#44315300
solder wire,42661100
metal joining flux,42000000
anodizing machine,31000000#42000000
electrolytic bath machine,31000000
thermal spray machine,42000000
induction heating machine,42000000
quench machine,42000000
heat treating age hardening furnace,42000000
cladding machine,42000000
shot peening machine,42000000
electroplating rack,42000000
physical vapor deposition rack,42000000
electrochemical metal cleaner,42000000
chemical metal cleaner,42000000
mechanical or ultrasonic metal cleaner,42000000
aqueous cleaning and washing equipment,42716110
thermal degreasing equipment,42920000
brazed drill,43130000
exchangeable top or nosepiece drill,43130000
indexable insert drill,43130000
exchangeable top or nosepiece mill,43130000
milling insert,42620000
reamer blade,42113172
brazed reamer,42113172
solid reamer,42113172
indexable reamer,42113172
axial threading holder,42671000
external threading holder,42671000
internal threading holder,42671000
threading insert,42622000
boring head,42622000#42637200
rough boring tool,42622000#42637200
wire and cable cutting and terminal assembly equipment,42000000
carts,34912100
bulk transporters,34912100
dollies,34911100
hand trucks or accessories,42998000
pallet trucks,42998000#42415110 
pushcarts,34912100
wheelbarrows,34912100
creepers,38900000
wagons,38900000
tilt trucks,34113000
shelf trolleys,34911100
power buggies,34911100
tugger,42141400
elevators,42417100
hoists,42416300
forklifts,42415110
lifts,42416100
loading equipment,42418910
stackers,42414130
winches,42141410
tilts,44212000
manipulators,38900000
slings,38900000
jacks,42413400
blocks or pulleys,30191000
air bags for loading,42000000
loading ramps,34953000
below the hook device,42000000
scissor lift or lift table,42400000
pipe layer,44000000#42000000
bridge cranes,42414500
track cranes,42414100
all terrain cranes,42414100
rough terrain cranes,42414100
tower cranes,42414150
hydraulic truck cranes,42414100
conventional truck cranes,34142100
escalator or walkways,42416400#42416500
girder trolleys,42400000
adjustable forks,42400000#39223200
forklift or elevator accessories or supplies,42415110#42417100#42419500 
workshop cranes,42414100
suction cups,42400000
side shifts,42400000
hoist drums,42419500
chain bags,42400000
screw jacks,42413000
counter weight bag and counterweight,42958000
nylon fabric sling,39541220
wire rope sling,39541220
windlass,42000000
traversing gear unit,42142100
shackle,42400000
floating crane,34513400
laundry and dressing trolley,34911100
conveyor roller,42417200#42000000
ball transfer tables,42417200#42000000
rock bins,39224340
conveyor feeders,42000000
conveyor screw,42000000
trolleys or accessories,34911100
conveyor rails,42000000
extendable conveyors,42000000
roller conveyors,42000000
package stops,42000000
turntables,32331000
belt conveyors,42419810
bucket conveyors,42419890
air conveyors,42419800
conveyor belting,42419800
conveyor pulleys,42419800
conveyor idlers,42419800
conveyor belt lacing or fasteners,42419800
conveyor belt brushes,42419800
trolley lid,39000000
chain conveyors,42419800
motorized rollers or drums,42000000
conveyor frames,42419800
conveyor flights or links,42419800
conveyor liner,42419800
vibrating conveyors,42419800
conveyor mounts,42419800
elevator bucket,42417000
screw conveyor,42419800
conveyor skirt board,42419800
conveyor carrying idler bracket,42419800
conveyor return idler bracket,42419800
v plough scraper,42996300
air slide,42000000
dense phase conveying system,42417300
lean phase conveying system,42417300
rod gate,44221300
bulk receiving unit,42000000
high angle conveyor,42417300
internal belt scraper,42996300
external belt scraper,42996300
conveyor tail shaft,42417300
conveyor head shaft,42417300
dock levelers,34000000
dock seals,44000000
dock ramps,34950000
strip doors,44221200
dock bumpers,34900000
dock ladders,34900000
dock plates,34900000
wheel chocks,34000000
dock rails or accessories,34900000
drum openers,44000000
drum grabs,42410000
drum lifters,42410000
drum cradles,42410000
spill deck,39000000
drum recuperators,42000000
spill containment supports,39000000
drum stillage,42410000
rack systems for rack mount electronic equipment,31000000
bin handlers,39000000
storage racks or shelves,39000000#39141100
automated storage or retrieval systems,42418400#42000000
work benches,39113600
reel storage shelves,39141100
portable reel holders,39000000
wall mounted rails,39100000
glass shelving,39100000
cargo handling equipment,42418500
warehouse carousels,42418400
warehouse casers,42418400
depalletizers,42998100
palletizers,42998000
industrial shrink wrap equipment,42921330
cartoning machinery,42921320
packaging compactors,43315000
sack holders,31421000
stretch film dispensers,42968000
box sealing tape dispensers,42968000
bag sealing tools or equipment,39360000
strapping dispenser,42921310
air inflators,34300000
bar code guided automatic guided vehicle,34114000
