Description,CPV
elektroniske og elektriske reservedeler til militært aerospace utstyr,35642000
military electronic systems,35700000
command control communication and computer system,35710000
kommando kontroll og kommunikasjonssystem,35711000
taktisk kommando kontroll og kommunikasjonssystem,35712000
intelligence surveillance target acquisition and reconnaissance,35720000
elektronisk etterretningssystem,35721000
radar,35722000
luftforsvarradar,35723000
electronic warfare,35730000
combat simulators,35740000
individual and support equipment,35800000
personal equipment,35810000
kampuniformer,35812000
kamuflasjejakker,35812100
kampdrakter,35812200
kamputstyr,35812300
militærhjelmer,35813000
overtrekk til hjelmer,35813100
gassmasker,35814000
skuddsikre klær,35815000
skuddsikre vester,35815100
support equipment,35820000
flagg,35821000
flaggstenger,35821100
musical instruments sporting goods games toys arts and crafts accessories,37000000
musical instruments and related parts,37300000
musical instruments,37310000
tangentinstrumenter,37311000
pianoer,37311100
trekkspill,37311200
orgler,37311300
celestaer,37311400
messinginstrumenter,37312000
trompeter,37312100
tromboner,37312200
susafoner,37312300
saksofoner,37312400
fløyte,37312500
horn,37312600
saxhorn,37312700
mellofoner,37312800
alt- barriton- flygel- og valthorn,37312900
althorn,37312910
barritonhorn,37312920
flygelhorn,37312930
valthorn,37312940
strengeinstrumenter,37313000
cembaloer,37313100
klavikorder,37313200
gitarer,37313300
fioliner,37313400
harper,37313500
banjoer,37313600
mandoliner,37313700
fiolonsell/cello,37313800
basser,37313900
blåseinstrumenter,37314000
klarinetter,37314100
oboer,37314200
kornetter og fløyter,37314300
kornetter,37314310
fløyter,37314320
pikkolofløyter,37314400
sekkepiper,37314500
munnspill,37314600
kazooer,37314700
engelske horn,37314800
okarinaer,37314900
musikkinstrumenter med elektrisk forsterkning,37315000
synthesizere,37315100
rytmeinstrumenter,37316000
cymbals/bekkener,37316100
klokkespill,37316200
tamburiner,37316300
kastanjetter,37316400
trommer,37316500
xylofoner,37316600
vibrafoner,37316700
parts and accessories for musical instruments,37320000
tilbehør til musikkinstrumenter,37321000
taktmålere,37321100
rørblader,37321200
tilbehør til strengeinstrumenter,37321300
strenger eller plektre til instrumenter,37321400
tilbehør til slaginstrumenter,37321500
vesker eller kofferter til musikkinstrumenter,37321600
stativer til musikkinstrumenter eller arkholdere,37321700
deler til musikkinstrumenter,37322000
stemmeskruer,37322100
spilledåser eller mekanismer,37322200
munnstykker,37322300
dempere,37322400
stemmestrenger,37322500
dirigentstav,37322600
pikkoloputer,37322700
sports articles and equipment,37400000
equipment for outdoor sports,37410000
vinterutstyr,37411000
ski- og snøbrettutstyr,37411100
skistøvler,37411110
ski,37411120
skistaver,37411130
bindinger,37411140
snøbrett,37411150
skiutrustning,37411160
skøyte- og ishockeyutstyr,37411200
hockeypucker,37411210
skøyter,37411220
hockeykøller,37411230
klær og utstyr til arktiske forhold,37411300
utstyr til vannsport,37412000
vannski,37412100
dykke- og snorkleutstyr,37412200
flytekompensatorer,37412210
dykkebeholdere,37412220
dykkeregulatorer,37412230
dykkeinstrumenter eller tilbehør,37412240
pusteapparat til dykking,37412241
klær til dykking,37412242
wet suits,37412243
masker finner eller snorkler,37412250
våtdrakter,37412260
tørrdrakter,37412270
utstyr og tilbehør til surfing og svømming,37412300
kjølvannsbrett eller knebrett eller boogibrett,37412310
vindsurferutstyr,37412320
surfebrett,37412330
svømmebriller eller svømmefinner,37412340
paraseileutstyr,37412350
artikler til jakt og fiske,37413000
fiskeutstyr,37413100
fiskestenger,37413110
fiskesnører,37413120
fiskesneller,37413130
fiskeåte,37413140
fiskeagn,37413150
fiskelodd eller -søkker,37413160
jaktutstyr,37413200
dyreskrik,37413210
jaktlokkemidler,37413220
jaktfeller,37413230
geværløp,37413240
campingutstyr,37414000
soveputer,37414100
isskap,37414200
reparasjonssett til telt,37414300
camping- eller utendørsovner,37414600
drikkeavkjølere,37414700
overlevelsesdrakter,37414800
friidrettsutstyr,37415000
fritidsutstyr,37416000
gymnastics equipment gymnastic equipment,37420000
gymnastikkmatter,37421000
gymnastikkstenger eller -bommer,37422000
gymnastikkstenger,37422100
gymnastikkbommer,37422200
gymnastikktau eller -ringer eller klatretilbehør,37423000
gymnastikktau,37423100
gymnastikkringer,37423200
klatretilbehør til gymnastikk,37423300
gymnastikkhoppeutstyr,37424000
gymnastikktrampoliner,37425000
balanseutstyr,37426000
boxing equipment,37430000
bokseringer,37431000
boksesekker,37432000
boksehansker,37433000
training equipment,37440000
treningsutstyr til kondisjonstrening,37441000
tredemøller,37441100
trappeklatrere,37441200
stasjonære sykler,37441300
romaskiner,37441400
hoppetau,37441500
mosjonstrampoliner,37441600
mosjonsballer,37441700
stepmaskiner,37441800
krysstrenere,37441900
utstyr til vekt- og belastningstrening,37442000
manualer,37442100
vektstenger,37442200
motstandsmaskiner for under- og overkropp,37442300
motstandsmaskiner for underkropp,37442310
motstandsmaskiner for overkropp,37442320
vektbenker eller -rekker,37442400
treningsvekter,37442500
pilatesmaskiner,37442600
håndgrepforsterkere,37442700
motstandsbånd og -rør,37442800
motstandsbånd,37442810
motstandsrør,37442820
multigymapparater,37442900
equipment for outdoor and indoor sports,37450000
utstyr for utendørsidrett,37451000
baller til baseball,37451100
bakstoppere eller gjerder til baseball,37451110
baseballbaser,37451120
baseballkøller,37451130
slagutstyr til baseball,37451140
baseballhansker,37451150
beskyttelsesutstyr til baseball eller softball,37451160
hockeyutstyr,37451200
hockeyballer,37451210
hockeykøller,37451220
fotballer (am fotball),37451300
fotballblokkeringssleder (am fotball),37451310
utsparkspinner til amerikansk fotball,37451320
taklingsdukker til amerikansk fotball,37451330
flaggutstyr til amerikansk fotball,37451340
lacrosse-baller,37451400
lacrosse-køller,37451500
kastemaskiner,37451600
fotballer,37451700
markeringsutstyr til fotballbaner,37451710
beskyttelsesutstyr til fotball,37451720
treningsutstyr til fotball,37451730
softballer,37451800
softballkøller,37451810
softballhansker,37451820
håndballer,37451900
skolesett med laghåndballer,37451920
utstyr til racket- og baneidrett,37452000
badmintonutstyr,37452100
badmintonfjærballer,37452110
badmintonracketer,37452120
basketballer,37452200
komplette spillsystemer for basketball,37452210
beskyttelsesutstyr for gulvhockey,37452300
racketballer -håndtak og -strenger,37452400
racketballer,37452410
rackethåndtak,37452420
racketstrenger,37452430
racketballracketer,37452500
squashutstyr,37452600
squashballer,37452610
squashracketer,37452620
tennisutstyr,37452700
tennisballer,37452710
utstyr til tennisbaner,37452720
tennisracketer,37452730
treningsutstyr til tennis,37452740
tjorballer og -stolper,37452800
tjorballer,37452810
tjorballstolper,37452820
volleyballer,37452900
standarder for volleyball,37452910
oppbevaring for volleyballer eller nett,37452920
utstyr til friidrett,37453000
kastespyd,37453100
hoppestenger,37453200
diskoser,37453300
kuler,37453400
staver til stavhopp,37453500
hekker,37453600
stafettpinner,37453700
flash and table games and equipment,37460000
bordspill og utstyr,37461000
hockeybord eller tilbehør,37461100
foosball baller,37461200
foosball reservespillere,37461210
foosball bord,37461220
biljardkøer,37461300
skyflebord,37461400
bordtennisbord,37461500
bordtennisballer,37461510
bordtennisracketer,37461520
blinkspill og utstyr,37462000
equipment for archery,37462100
arm guards for archery,37462110
arrows for archery,37462120
backstops for archery,37462130
strings for archery,37462140
bows for archery,37462150
gloves for archery,37462160
stands for archery flashers,37462170
archery blinkers,37462180
darts,37462200
dart blinker,37462210
flashing lights,37462300
clay pigeon shooting equipment,37462400
golf and bowling equipment,37470000
golf equipment,37471000
golf bags,37471100
golf balls,37471200
golf clubs,37471300
tees for golf,37471400
golf club cover,37471500
golf gloves,37471600
grass fixers,37471700
golf binoculars,37471800
putting partner,37471900
bowling equipment,37472000
machines and appliances for leisure use,37480000
machines for ice maintenance,37481000
sports information boards,37482000
games and toys; amusement park equipment,37500000
dolls,37510000
dollhouse,37511000
parts and accessories for dolls,37512000
hand puppets,37513000
puppet theatre,37513100
toy,37520000
toy instruments,37521000
toy with wheels,37522000
puzzle,37523000
game,37524000
educational game,37524100
board games,37524200
classic games,37524300
cooperative game,37524400
strategy game,37524500
memory game,37524600
accessories for games,37524700
lottery game,37524800
lottery form,37524810
game set,37524900
toy balloons or balls,37525000
play team,37526000
toy trains and cars,37527000
toy train,37527100
toy cars,37527200
toy weapons,37528000
inflatable toys and riding toys,37529000
inflatable toys,37529100
riding toys,37529200
gaming equipment for amusement parks tables or party games,37530000
play cards,37531000
video games,37532000
billiards,37533000
billiard balls,37533100
pool chalk,37533200
pool queues,37533300
pool stands,37533400
pool table,37533500
play with coins or tokens,37534000
carousels swings shooting ranges and other amusement park equipment,37535000
remember,37535100
playground equipment,37535200
playground remember,37535210
playground climbing equipment,37535220
playground carousels,37535230
playground itches,37535240
playground seesaw,37535250
playground tunnels,37535260
playground sandboxes,37535270
playground benches,37535280
wall and rope climbing equipment,37535290
wall climbing equipment,37535291
rope climbing equipment,37535292
gaming machines,37540000
craft and art materials,37800000
craft material,37810000
art material,37820000
brushes for painters,37821000
drawing pens,37822000
colored pencils,37822100
drawing charcoal,37822200
blackboard chalk,37822300
pastel colors,37822400
baking paper and other stationery,37823000
baking paper,37823100
tracing paper,37823200
parchment smooth paper,37823300
transparent or translucent paper,37823400
paper for arts and crafts,37823500
drawing paper,37823600
map paper,37823700
multi-layer paper and cardboard,37823800
kraftliner,37823900
laboratory optical and precision equipment (except glasses),38000000
navigational and metrological instruments,38100000
navigational instruments,38110000
bearing equipment,38111000
compasses,38111100
accessories for compass,38111110
sextants,38112000
global navigation and positioning systems (gps or equivalent),38112100
sonars,38113000
sonar,38114000
radar equipment,38115000
radar monitoring equipment,38115100
meteorological instruments,38120000
anemometers,38121000
barometers,38122000
apparatus for observing precipitation or evaporation,38123000
radiosonde devices,38124000
rain gauges,38125000
devices for surface observation,38126000
devices for surface observation of precipitation or evaporation,38126100
devices for surface observation of solar radiation,38126200
apparatus for surface observation of temperature or humidity,38126300
devices for surface observation of wind,38126400
weather stations,38127000
accessories for meteorological instruments,38128000
geological and geophysical instruments,38200000
geological compasses,38210000
apparatus for geological samples,38220000
geografisk informasjonssystem (gis eller tilsvarende),38221000
electromagnetic geophysical instruments,38230000
geophysical instruments for gravity measurement,38240000
geophysical instruments for induced polarization measurement,38250000
geophysical instruments for magnetic measurement,38260000
geophysical instruments for resistivity measurement,38270000
gravimeters,38280000
instruments and equipment for surveying hydrography oceanography hydrology meteorology,38290000
telemetriapparatur,38291000
hydrografiske instrumenter,38292000
seismisk utstyr,38293000
teodolitter,38294000
topografisk utstyr,38295000
instrumenter til landmåling,38296000
measuring instruments,38300000
precision scales,38310000
elektroniske vekter og tilbehør,38311000
elektroniske analogiske balansevekter,38311100
elektroniske tekniske balansevekter,38311200
kalibreringsvekter,38311210
drawing board,38320000
tegnemaskiner,38321000
pantografer,38322000
regnestav,38323000
handheld instruments for measuring length,38330000
kvadrat,38331000
instruments for quantity calculation,38340000
instrumenter til strålemåling,38341000
elektronstrålekameraer,38341100
strålingsdosimetre,38341200
instrumenter til måling av elektriske størrelser,38341300
amperemeter,38341310
voltmeter,38341320
geigerteller,38341400
apparatur til overvåkning av kontaminasjon,38341500
strålingsmonitorer,38341600
oscilloskoper,38342000
oscillografer,38342100
feilovervåkningsutstyr,38343000
apparatur til overvåkning av forurensning,38344000
instruments for checking physical properties,38400000
measuring instruments,38410000
hydrometrer,38411000
termometrer,38412000
pyrometrer,38413000
hygrometrer,38414000
psykrometrer,38415000
ph-måler,38416000
termoelementer,38417000
kalorimetrer,38418000
instruments that measure current speed altitude pressure in liquids and gases,38420000
utstyr til måling av strømhastighet,38421000
vannmålere,38421100
gjennomstrømningsmålere,38421110
utstyr til måling av høydestand,38422000
utstyr til trykkmåling,38423000
manometre,38423100
måle- og kontrollutstyr,38424000
væsketeknisk utstyr,38425000
manometre,38425100
viskosimetre,38425200
dybdeindikatorer,38425300
apparater til måling av struktur,38425400
apparater til beregning av styrke,38425500
pyknometre,38425600
instrumenter til måling av overflatespenning,38425700
densitometre,38425800
coulometre,38426000
fluksmetre,38427000
rheometre,38428000
rotameters,38429000
apparatus for physical or chemical analysis,38430000
detektorer,38431000
gassdetektorer,38431100
røykdetektorer,38431200
feilmeldere,38431300
analyseapparatur,38432000
gassanalyseapparatur,38432100
kromatografer,38432200
gasskromatografer,38432210
røykanalyseringsapparatur,38432300
spektrometre,38433000
massespektrometre,38433100
emisjonsmålingsutstyr,38433200
emisjonsspektrometre,38433210
spektrumanalyseapparat,38433300
analysatorer,38434000
utvidelsesanalysator,38434100
utstyr til lydmåling,38434200
sonometre,38434210
lydhastighetsanalysatorer,38434220
utstyr til støymåling,38434300
